Airport Code;Airport Name;City Name;Country Name;Country Code;Latitude;Longitude;World Area Code;City Name geo_name_id;Country Name geo_name_id;coordinates
FMS;Municipal;Fort Madison;United States;US;40.65;-91.316667;67;4857507;6252001;40.65, -91.316667
JMN;Municipal Heliport;Mankato;United States;US;44.168889;-93.995;67;5036420;6252001;44.168889, -93.995
CLI;Clintonville;Clintonville;United States;US;43.6;-81.533333;67;5248985;6252001;43.6, -81.533333
ZRK;VanGalder Bus Termina;Rockford;United States;US;-32.85;24.166667;67;5168451;6252001;-32.85, 24.166667
CHI;Chicago FSS;Chicago;United States;US;41.883056;-87.766111;67;4887398;6252001;41.883056, -87.766111
SUN;Sun Valley;Sun Valley;United States;US;43.5;-114.316667;67;5609286;6252001;43.5, -114.316667
RIR;Riverside Fla-Bob;Riverside;United States;US;-29.666667;30.016667;67;5387877;6252001;-29.666667, 30.016667
ZUA;Utica NNY Rail;Utica;United States;US;37.066667;10.066667;67;5174913;6252001;37.066667, 10.066667
VCB;View Cove;View Cove;United States;US;55.080556;-133.016667;67;\N;6252001;55.080556, -133.016667
CHS;Charleston, AFB Municipal;Charleston, SC;United States;US;32.898611;-80.040556;67;4960682;6252001;32.898611, -80.040556
EUE;Eureka;Eureka;United States;US;39.516667;-115.966667;67;5651208;6252001;39.516667, -115.966667
KXA;Kasaan SPB;Kasaan;United States;US;55.5;-132.5;67;\N;6252001;55.5, -132.5
UMT;Umiat;Umiat;United States;US;69.366667;-152.133333;67;\N;6252001;69.366667, -152.133333
YNG;Youngstown;Youngstown;United States;US;41.266667;-80.666667;67;5177568;6252001;41.266667, -80.666667
SNL;Municipal;Shawnee;United States;US;35.316667;-96.916667;67;4551177;6252001;35.316667, -96.916667
EGE;Eagle County;Vail/Eagle;United States;US;39.633333;-106.916667;67;5442727;6252001;39.633333, -106.916667
RNO;Reno-Tahoe International;Reno, NV;United States;US;39.499167;-119.768056;67;5511077;6252001;39.499167, -119.768056
CNW;TSTC Waco Airport;Waco, TX;United States;US;31.637778;-97.074167;67;4739526;6252001;31.637778, -97.074167
CZP;Cape Pole;Cape Pole;United States;US;55.966667;-133.783333;67;\N;6252001;55.966667, -133.783333
ENA;Kenai;Kenai;United States;US;60.55;-151.266667;67;5866063;6252001;60.55, -151.266667
SES;Selfield;Selma;United States;US;32.45;-86.95;67;5394329;6252001;32.45, -86.95
ANN;Annette Island;Annette Island;United States;US;55.033333;-131.566667;67;\N;6252001;55.033333, -131.566667
EDF;Elmendorf Afb;Anchorage;United States;US;61.251389;-149.806389;67;5879400;6252001;61.251389, -149.806389
AXS;Municipal;Altus;United States;US;34.702778;-99.333333;67;4529292;6252001;34.702778, -99.333333
UIN;Municipal;Quincy;United States;US;39.933333;-91.183333;67;5807713;6252001;39.933333, -91.183333
VNY;Van Nuys;Los Angeles, CA;United States;US;34.209722;-118.49;67;5368361;6252001;34.209722, -118.49
GBO;Baltimore Greenbelt T;Baltimore;United States;US;39.186111;-76.683333;67;4505716;6252001;39.186111, -76.683333
MEJ;Meadville;Meadville;United States;US;41.619444;-80.2;67;5200644;6252001;41.619444, -80.2
DTR;Decatur Island;Decatur Island;United States;US;42.218611;-83.348333;67;\N;6252001;42.218611, -83.348333
TBN;Forney AAF;Fort Leonard Wood;United States;US;37.733333;-92.15;67;\N;6252001;37.733333, -92.15
LNS;Lancaster;Lancaster;United States;US;40.116667;-76.3;67;5364940;6252001;40.116667, -76.3
LTW;St Marys County;Leonardtown;United States;US;38.283333;-77.633333;67;4360551;6252001;38.283333, -77.633333
VOK;Volk Field;Camp Douglas;United States;US;43.916667;-90.266667;67;\N;6252001;43.916667, -90.266667
YIP;Willow Run;Detroit, MI;United States;US;42.25;-83.383333;67;4990729;6252001;42.25, -83.383333
BBX;Wings Field;Blue Bell;United States;US;40.15;-75.266667;67;5180961;6252001;40.15, -75.266667
ZRV;Providence Rail;Providence;United States;US;4.616667;-54.4;67;5780020;6252001;4.616667, -54.4
DTH;Death Valley;Death Valley;United States;US;36.452222;-116.869167;67;\N;6252001;36.452222, -116.869167
COI;Merritt Island;Cocoa;United States;US;28.133333;-80.633333;67;4151440;6252001;28.133333, -80.633333
OTO;Vor;Otto;United States;US;35.072222;-105.935556;67;\N;6252001;35.072222, -105.935556
BDG;Blanding;Blanding;United States;US;37.583333;-109.483333;67;5535484;6252001;37.583333, -109.483333
VNC;Venice Municipal;Venice, FL;United States;US;27.071667;-82.440278;67;4251958;6252001;27.071667, -82.440278
LHV;W T Piper Memorial;Lock Haven;United States;US;41.133333;-77.45;67;5198635;6252001;41.133333, -77.45
ISL;Isabel Pass;Isabel Pass;United States;US;63.5;-145.033333;67;\N;6252001;63.5, -145.033333
PNC;Ponca City;Ponca City;United States;US;36.733333;-97.1;67;4548267;6252001;36.733333, -97.1
TBR;Statesboro-Bulloch County Airport;Statesboro, GA;United States;US;32.482778;-81.736944;67;4224413;6252001;32.482778, -81.736944
NGU;Nas Chambers;Norfolk;United States;US;36.937778;-76.289444;67;5128862;6252001;36.937778, -76.289444
ESF;Esler Field;Alexandria;United States;US;31.4;-92.3;67;5082573;6252001;31.4, -92.3
AFW;Fort Worth Alliance;Fort Worth, TX;United States;US;32.987778;-97.318889;67;4691930;6252001;32.987778, -97.318889
COP;Cooperstown - Westville Airport;Cooperstown, NY;United States;US;42.629167;-74.891111;67;5113664;6252001;42.629167, -74.891111
DHT;Dalhart;Dalhart;United States;US;12.186111;42.89;67;5519862;6252001;12.186111, 42.89
GLH;Greenville;Greenville;United States;US;33.477222;-90.985;67;5564488;6252001;33.477222, -90.985
NEW;Lakefront;New Orleans;United States;US;30.049444;-90.028889;67;4335045;6252001;30.049444, -90.028889
QWP;Van Service;Winter Park;United States;US;11.033333;3.65;67;4178560;6252001;11.033333, 3.65
BCE;Bryce;Bryce;United States;US;37.7;-112.15;67;\N;6252001;37.7, -112.15
YKN;Chan Gurney;Yankton;United States;US;42.916667;-97.383333;67;5233053;6252001;42.916667, -97.383333
EXI;SPB;Excursion Inlet;United States;US;58.416667;-135.433333;67;\N;6252001;58.416667, -135.433333
BYH;Blytheville AFB;Blytheville;United States;US;-13.25;130.7;67;4102412;6252001;-13.25, 130.7
MHT;Manchester-boston Regional Airport;Manchester, NH;United States;US;42.9325;-71.435556;67;5802247;6252001;42.9325, -71.435556
BLU;Blue Canyon;Blue Canyon;United States;US;51.181111;-3.401389;67;\N;6252001;51.181111, -3.401389
BGD;Borger;Borger;United States;US;35.65;-101.4;67;5517469;6252001;35.65, -101.4
PDK;Dekalb-Peachtree;Atlanta, GA;United States;US;33.875556;-84.301944;67;4883772;6252001;33.875556, -84.301944
WDG;Enid Woodring Mun.;Enid;United States;US;36.383333;-97.783333;67;4535961;6252001;36.383333, -97.783333
NVD;Nevada;Nevada;United States;US;37.85;-94.3;67;4868620;6252001;37.85, -94.3
HRL;Valley International;Harlingen;United States;US;26.2;-97.75;67;4696233;6252001;26.2, -97.75
WKL;Waikoloa Airport;Waikoloa;United States;US;19.916667;-155.866667;67;\N;6252001;19.916667, -155.866667
CAK;Akron/canton Regional;Akron/Canton, OH;United States;US;40.916111;-81.442222;67;5574199;6252001;40.916111, -81.442222
LNI;Dew Station;Lonely;United States;US;70.916667;-153.25;67;\N;6252001;70.916667, -153.25
SKW;Intermediate;Skwentna;United States;US;61.95;-151.2;67;\N;6252001;61.95, -151.2
FFO;Patterson Afb;Dayton;United States;US;39.826111;-84.048333;67;6545140;6252001;39.826111, -84.048333
TKE;Tenakee SPB;Tenakee Springs;United States;US;43.286389;18.933056;67;\N;6252001;43.286389, 18.933056
BTL;WK Kellogg Regional;Battle Creek;United States;US;42.3;-85.25;67;5063564;6252001;42.3, -85.25
BSF;Bradshaw AAF;Pohakuloa;United States;US;66.15;25.866667;67;\N;6252001;66.15, 25.866667
FOX;Fox;Fox;United States;US;64.85;-147.766667;67;\N;6252001;64.85, -147.766667
THP;Hot Springs;Thermopolis;United States;US;40.9;23.55;67;5840846;6252001;40.9, 23.55
KYU;Koyukuk;Koyukuk;United States;US;64.9;-157.7;67;\N;6252001;64.9, -157.7
NOL;Nakolik River;Nakolik River;United States;US;50.483333;21.45;67;\N;6252001;50.483333, 21.45
ZSF;Springfield MA RR;Springfield;United States;US;44.633333;-64.85;67;5754005;6252001;44.633333, -64.85
DCK;Dahl Creek Arpt;Dahl Creek;United States;US;66.933333;-156.9;67;\N;6252001;66.933333, -156.9
OTN;Green;Oaktown;United States;US;38.866667;-87.433333;67;\N;6252001;38.866667, -87.433333
SEG;Penn Valley;Selinsgrove;United States;US;40.783333;-76.85;67;5211411;6252001;40.783333, -76.85
DGW;Converse County;Douglas;United States;US;42.75;-105.4;67;5823516;6252001;42.75, -105.4
KKA;Koyuk;Koyuk;United States;US;64.916667;-161.133333;67;\N;6252001;64.916667, -161.133333
LGD;La Grande;La Grande;United States;US;45.316667;-118.033333;67;5735537;6252001;45.316667, -118.033333
LEE;Leesburg;Leesburg;United States;US;28.833333;-81.816667;67;4769125;6252001;28.833333, -81.816667
OVE;Oroville;Oroville;United States;US;39.483333;-121.633333;67;5805838;6252001;39.483333, -121.633333
WWR;West Woodward;Woodward;United States;US;36.433333;-99.516667;67;4882453;6252001;36.433333, -99.516667
ADK;Adak Island Ns;Adak Island;United States;US;51.878056;-176.646111;67;\N;6252001;51.878056, -176.646111
EEN;Dillant-Hopkins;Keene;United States;US;42.9;-72.266667;67;5088262;6252001;42.9, -72.266667
AVO;Municipal;Avon Park;United States;US;27.6;-81.516667;67;4146440;6252001;27.6, -81.516667
FDK;Frederick Municipal;Frederick;United States;US;39.4175;-77.374444;67;5577217;6252001;39.4175, -77.374444
PKF;Park Falls;Park Falls;United States;US;45.933333;-90.433333;67;5266230;6252001;45.933333, -90.433333
PTC;Port Alice;Port Alice;United States;US;55.791667;-133.6;67;\N;6252001;55.791667, -133.6
DVL;Devils Lake;Devils Lake;United States;US;48.116667;-98.9;67;5058868;6252001;48.116667, -98.9
TRH;Trona;Trona;United States;US;35.8125;-117.327222;67;\N;6252001;35.8125, -117.327222
ZPH;Zephyrhills;Zephyrhills;United States;US;28.233333;-82.166667;67;4178941;6252001;28.233333, -82.166667
EVA;Landing Strip;Evadale;United States;US;30.35;-94.066667;67;4689569;6252001;30.35, -94.066667
PTT;Pratt;Pratt;United States;US;37.7;-98.75;67;4277752;6252001;37.7, -98.75
CKD;Crooked Creek;Crooked Creek;United States;US;61.866667;-158.133333;67;\N;6252001;61.866667, -158.133333
DET;Detroit City;Detroit, MI;United States;US;42.409167;-83.009722;67;4990729;6252001;42.409167, -83.009722
OCE;Municipal;Ocean City;United States;US;38.316667;-75.116667;67;4503351;6252001;38.316667, -75.116667
PPV;Port Protection;Port Protection;United States;US;56.333333;-133.666667;67;\N;6252001;56.333333, -133.666667
APN;Alpena County Regional;Alpena;United States;US;45.083333;-83.55;67;4984075;6252001;45.083333, -83.55
TSG;Intermediate;Tanacross;United States;US;45.228056;18.073333;67;\N;6252001;45.228056, 18.073333
RDV;Red Devil;Red Devil;United States;US;61.833333;-157.333333;67;\N;6252001;61.833333, -157.333333
OCF;Taylor Field;Ocala;United States;US;29.166667;-82.216667;67;4166673;6252001;29.166667, -82.216667
MGM;Dannelly Fld;Montgomery;United States;US;32.3;-86.4;67;5201752;6252001;32.3, -86.4
WCR;Chandalar;Chandalar;United States;US;67.5;-148.5;67;\N;6252001;67.5, -148.5
CHA;Lovell Field;Chattanooga,TN;United States;US;35.035278;-85.203889;67;4612862;6252001;35.035278, -85.203889
XPR;Pine Ridge;Pine Ridge;United States;US;43.016667;-102.516667;67;5767939;6252001;43.016667, -102.516667
MQY;Smyrna;Smyrna;United States;US;35.983333;-86.516667;67;4658590;6252001;35.983333, -86.516667
AYZ;Zahns;Amityville;United States;US;40.666667;-73.416667;67;5107140;6252001;40.666667, -73.416667
SRU;Skypark;Santa Cruz;United States;US;2.166667;-76.1;67;5393052;6252001;2.166667, -76.1
ZNC;Nyac;Nyac;United States;US;60.983333;-159.983333;67;\N;6252001;60.983333, -159.983333
SME;Pulaski County;Somerset;United States;US;37.083333;-84.6;67;5273620;6252001;37.083333, -84.6
RNC;Warren County;Mcminnville;United States;US;-24.016667;132.25;67;5739936;6252001;-24.016667, 132.25
PMB;Intermediate;Pembina;United States;US;48.95;-97.233333;67;\N;6252001;48.95, -97.233333
OCI;Oceanic;Oceanic;United States;US;60.1;-148.216667;67;\N;6252001;60.1, -148.216667
PTU;Platinum;Platinum;United States;US;59.016667;-161.816667;67;\N;6252001;59.016667, -161.816667
MOR;Moore-Murrell;Morristown;United States;US;36.183333;-83.366667;67;5238755;6252001;36.183333, -83.366667
SFZ;North Central;Pawtucket, RI;United States;US;41.920833;-71.491389;67;5223869;6252001;41.920833, -71.491389
MIF;Roy Hurd Memorial;Monahans;United States;US;31.6;-102.9;67;5526514;6252001;31.6, -102.9
CKX;Chicken;Chicken;United States;US;64.083333;-141.916667;67;\N;6252001;64.083333, -141.916667
SCH;Schenectady County;Schenectady, NY;United States;US;42.8525;-73.928889;67;5136454;6252001;42.8525, -73.928889
TNC;Tin City Afs;Tin City, AK;United States;US;65.563056;-167.921667;67;\N;6252001;65.563056, -167.921667
HED;Herendeen;Herendeen;United States;US;55.8;-160.9;67;\N;6252001;55.8, -160.9
DRU;Drummond;Drummond;United States;US;46.616667;-113.2;67;\N;6252001;46.616667, -113.2
SKJ;Sitkinak Cgs;Sitkinak Island;United States;US;56.533333;-154.133333;67;\N;6252001;56.533333, -154.133333
ERV;Kerrville;Kerrville;United States;US;29.983333;-99.083333;67;4703078;6252001;29.983333, -99.083333
DRO;La Plata;Durango;United States;US;37.15;-107.75;67;5420241;6252001;37.15, -107.75
IJX;Municipal;Jacksonville;United States;US;39.766667;-90.233333;67;5733409;6252001;39.766667, -90.233333
HIO;Portland;Hillsboro;United States;US;45.516667;-122.983333;67;5731371;6252001;45.516667, -122.983333
BVO;Bartlesville;Bartlesville;United States;US;36.766667;-96.0;67;4529987;6252001;36.766667, -96.0
KGZ;Glacier Creek;Glacier Creek;United States;US;61.45;-142.4;67;\N;6252001;61.45, -142.4
RME;Griffiss AFB;Rome, NY;United States;US;43.233889;-75.406944;67;5134295;6252001;43.233889, -75.406944
LHM;Lincoln Regional Airport;Lincoln, CA;United States;US;38.909167;-121.351389;67;5690162;6252001;38.909167, -121.351389
FNT;Bishop International Airport;Flint;United States;US;42.965556;-83.743611;67;4992982;6252001;42.965556, -83.743611
PRT;Coast Guard Heliport;Point Retreat;United States;US;47.533333;12.516667;67;\N;6252001;47.533333, 12.516667
AXX;Angel Fire;Angel Fire;United States;US;36.416667;-105.283333;67;\N;6252001;36.416667, -105.283333
SPQ;Catalina SPB;San Pedro;United States;US;33.75;-118.366667;67;\N;6252001;33.75, -118.366667
GUN;Gunter AFB;Montgomery;United States;US;51.066667;-1.166667;67;5201752;6252001;51.066667, -1.166667
OEA;Oneal;Vincennes;United States;US;38.666667;-87.516667;67;4266307;6252001;38.666667, -87.516667
RCT;Miller Field;Reed City;United States;US;43.9;-85.516667;67;5006946;6252001;43.9, -85.516667
CBK;Municipal;Colby;United States;US;39.416667;-101.05;67;5445194;6252001;39.416667, -101.05
OCA;Ocean Reef;Ocean Reef;United States;US;25.366667;-80.266667;67;\N;6252001;25.366667, -80.266667
CHZ;State;Chiloquin;United States;US;42.583333;-121.866667;67;\N;6252001;42.583333, -121.866667
FIC;Fire Cove;Fire Cove;United States;US;55.777778;-131.5375;67;\N;6252001;55.777778, -131.5375
CRE;Grand Strand Airport;Myrtle Beach;United States;US;33.811667;-78.723889;67;4588718;6252001;33.811667, -78.723889
HMS;Homeshore;Homeshore AK;United States;US;58.294444;-135.347222;67;\N;6252001;58.294444, -135.347222
UUK;Kuparuk;Kuparuk;United States;US;70.416667;-148.916667;67;\N;6252001;70.416667, -148.916667
MLB;Melbourne International Airport;Melbourne;United States;US;28.1;-80.633333;67;4163971;6252001;28.1, -80.633333
IRB;Municipal;Iraan;United States;US;30.9;-101.9;67;5523798;6252001;30.9, -101.9
BRG;Municipal;Whitesburg;United States;US;37.116667;-82.816667;67;4313346;6252001;37.116667, -82.816667
ASY;Ashley;Ashley;United States;US;46.033333;-99.366667;67;5178612;6252001;46.033333, -99.366667
BXC;Boxborough;Boxborough;United States;US;42.483611;-71.535278;67;\N;6252001;42.483611, -71.535278
LRD;International;Laredo;United States;US;27.533333;-99.466667;67;4705349;6252001;27.533333, -99.466667
KEU;Kelly Bar;Kelly Bar;United States;US;50.6;-4.266667;67;\N;6252001;50.6, -4.266667
CLD;Mc Clellan-Palomar Airport;Carlsbad, CA;United States;US;33.116667;-117.266667;67;5460459;6252001;33.116667, -117.266667
PMX;Metropolitan;Palmer;United States;US;42.15;-72.316667;67;5871146;6252001;42.15, -72.316667
ZML;Milwaukee General Mitchell;Milwaukee,;United States;US;32.466667;171.916667;67;5263045;6252001;32.466667, 171.916667
MGW;Morgantown;Morgantown;United States;US;39.633333;-79.916667;67;4815352;6252001;39.633333, -79.916667
SCK;Stockton Metropolitan Airport;Stockton;United States;US;37.9;-121.25;67;5399020;6252001;37.9, -121.25
PAQ;Municipal;Palmer;United States;US;61.6;-149.116667;67;5871146;6252001;61.6, -149.116667
JSD;Sikorsky Heliport;Stratford, CT;United States;US;41.249167;-73.096667;67;5531815;6252001;41.249167, -73.096667
CIK;Chalkyitsik;Chalkyitsik;United States;US;66.65;-143.75;67;\N;6252001;66.65, -143.75
LPW;Little Port Walter;Little Port Walter;United States;US;56.383333;-134.833333;67;\N;6252001;56.383333, -134.833333
LQK;Pickens;Pickens;United States;US;34.816667;-82.7;67;4590946;6252001;34.816667, -82.7
BSZ;Bartletts;Bartletts;United States;US;58.266667;-157.483333;67;\N;6252001;58.266667, -157.483333
CLT;Charlotte Douglas;Charlotte;United States;US;35.216667;-80.933333;67;4988584;6252001;35.216667, -80.933333
HOM;Homer;Homer;United States;US;59.633333;-151.5;67;5864145;6252001;59.633333, -151.5
CTO;Peconic River;Calverton;United States;US;40.916667;-72.75;67;5111137;6252001;40.916667, -72.75
PLR;St Clair County;Pell City;United States;US;33.583333;-86.283333;67;4082589;6252001;33.583333, -86.283333
LRF;Little Rock Afb;Jacksonville;United States;US;34.918056;-92.146389;67;5733409;6252001;34.918056, -92.146389
WVL;Robert Lafleur;Waterville;United States;US;44.533333;-69.666667;67;5815184;6252001;44.533333, -69.666667
LAX;Los Angeles International;Los Angeles;United States;US;33.9425;-118.407222;67;5368361;6252001;33.9425, -118.407222
PEC;Pelican SPB;Pelican;United States;US;57.95;-136.233333;67;\N;6252001;57.95, -136.233333
RST;International;Rochester;United States;US;43.908333;-92.5;67;5808524;6252001;43.908333, -92.5
CGI;Cape Girardeau;Cape Girardeau;United States;US;37.216667;-89.566667;67;4379966;6252001;37.216667, -89.566667
ATE;Antlers;Antlers;United States;US;34.233333;-95.616667;67;4529418;6252001;34.233333, -95.616667
CCR;Buchanan Fld;Concord;United States;US;37.983333;-122.052778;67;5339111;6252001;37.983333, -122.052778
BNW;Boone;Boone;United States;US;42.066667;-93.883333;67;4849051;6252001;42.066667, -93.883333
PMD;La Palmdale Regional Airport;Palmdale, CA;United States;US;34.629444;-118.084444;67;5380698;6252001;34.629444, -118.084444
ELA;Eagle Lake;Eagle Lake;United States;US;29.583333;-96.333333;67;5251145;6252001;29.583333, -96.333333
PGR;Municipal;Paragould;United States;US;36.05;-90.5;67;4125388;6252001;36.05, -90.5
KPC;Port Clarence;Port Clarence;United States;US;65.25;-166.85;67;\N;6252001;65.25, -166.85
ALO;Waterloo;Waterloo;United States;US;42.55;-92.383333;67;5277989;6252001;42.55, -92.383333
BGE;Decatur County;Bainbridge;United States;US;30.9;-84.6;67;5146368;6252001;30.9, -84.6
DUT;Emergency Field;Dutch Harbor;United States;US;53.9;-166.533333;67;\N;6252001;53.9, -166.533333
FAY;Municipal;Fayetteville;United States;US;35.0;-78.883333;67;5116968;6252001;35.0, -78.883333
OLY;Olney-Noble;Olney;United States;US;38.716667;-88.083333;67;4716683;6252001;38.716667, -88.083333
WSJ;San Juan SPB;San Juan;United States;US;57.733333;-153.3;67;4726440;6252001;57.733333, -153.3
PCK;Porcupine Creek;Porcupine Creek;United States;US;67.25;-150.283333;67;\N;6252001;67.25, -150.283333
ILL;Willmar;Willmar;United States;US;45.116667;-95.1;67;5052916;6252001;45.116667, -95.1
MLS;Municipal;Miles City;United States;US;46.433333;-105.883333;67;5666176;6252001;46.433333, -105.883333
ONN;Onion Bay;Onion Bay;United States;US;58.233333;-152.833333;67;\N;6252001;58.233333, -152.833333
SNS;Salinas;Salinas;United States;US;36.666667;-121.616667;67;5391295;6252001;36.666667, -121.616667
SEF;Sebring Regional Airport;Sebring, Fl;United States;US;27.456389;-81.3425;67;5171555;6252001;27.456389, -81.3425
GPT;Gulfport-Biloxi International;Gulfport;United States;US;30.4;-89.066667;67;4428667;6252001;30.4, -89.066667
IPT;Lycoming County;Williamsport;United States;US;41.25;-76.916667;67;5219585;6252001;41.25, -76.916667
KOY;Olga Bay SPB;Olga Bay;United States;US;57.15;-154.233333;67;\N;6252001;57.15, -154.233333
PDB;Pedro Bay;Pedro Bay;United States;US;59.783333;-154.116667;67;\N;6252001;59.783333, -154.116667
PUC;Carbon County;Price;United States;US;39.602778;-110.75;67;5545269;6252001;39.602778, -110.75
LLX;Lyndonville;Lyndonville;United States;US;44.5;-72.016667;67;5238203;6252001;44.5, -72.016667
CLP;Clarks Point;Clarks Point;United States;US;58.85;-158.5;67;\N;6252001;58.85, -158.5
EPG;Browns;Weeping Water;United States;US;40.866667;-96.133333;67;5081518;6252001;40.866667, -96.133333
ABQ;Albuquerque International;Albuquerque;United States;US;35.040278;-106.609167;67;5454711;6252001;35.040278, -106.609167
NCQ;Atlanta Nas;Marietta, GA;United States;US;34.351111;-84.287222;67;5802418;6252001;34.351111, -84.287222
CEA;Cessna Aircraft Field;Wichita;United States;US;15.658889;101.1125;67;4281730;6252001;15.658889, 101.1125
HIK;Hickam AFB;Honolulu;United States;US;21.316111;-157.926667;67;5856195;6252001;21.316111, -157.926667
HVN;New Haven;New Haven;United States;US;41.266667;-72.883333;67;5003384;6252001;41.266667, -72.883333
TKF;Truckee-Tahoe;Truckee, CA;United States;US;39.32;-120.139444;67;5403676;6252001;39.32, -120.139444
BFP;Beaver Falls;Beaver Falls;United States;US;40.766667;-80.4;67;5179478;6252001;40.766667, -80.4
SVH;Municipal;Statesville;United States;US;35.766667;-80.95;67;4493316;6252001;35.766667, -80.95
DUF;Pine Island Airport;Corolla, NC;United States;US;36.253611;-75.788611;67;\N;6252001;36.253611, -75.788611
AMA;Rick Husband Amarillo International;Amarillo, TX;United States;US;35.226389;-101.705833;67;5516233;6252001;35.226389, -101.705833
GEY;South Big Horn County;Greybull;United States;US;44.516667;-108.083333;67;5826603;6252001;44.516667, -108.083333
DWH;David Wayne Hooks;Houston;United States;US;30.061944;-95.552778;67;5864312;6252001;30.061944, -95.552778
HUS;Municipal;Hughes;United States;US;66.033333;-154.233333;67;4115578;6252001;66.033333, -154.233333
HAI;Dr Haines;Three Rivers;United States;US;6.0;-9.75;67;5756628;6252001;6.0, -9.75
OOA;Municipal;Oskaloosa;United States;US;41.283333;-92.633333;67;4870239;6252001;41.283333, -92.633333
MPB;SPB;Miami;United States;US;25.775;-80.175;67;5304640;6252001;25.775, -80.175
WLM;Waltham;Waltham;United States;US;42.385278;-71.251389;67;4954380;6252001;42.385278, -71.251389
ZUG;Harrisburg Rail;Harrisburg;United States;US;34.251389;36.009722;67;5730389;6252001;34.251389, 36.009722
MNT;Minto;Minto;United States;US;64.9;-149.166667;67;\N;6252001;64.9, -149.166667
NUP;Nunapitchuk;Nunapitchuk;United States;US;60.883333;-162.466667;67;\N;6252001;60.883333, -162.466667
ATW;Outagamie County;Appleton;United States;US;44.266667;-88.516667;67;5244080;6252001;44.266667, -88.516667
SNP;Saint Paul Island;Saint Paul Island;United States;US;57.166667;-170.216667;67;\N;6252001;57.166667, -170.216667
CTZ;Sampson County;Clinton;United States;US;35.0;-78.333333;67;5773001;6252001;35.0, -78.333333
TNK;Tununak;Tununak;United States;US;72.033333;-80.916667;67;\N;6252001;72.033333, -80.916667
LGU;Cache;Logan;United States;US;41.783333;-111.85;67;5777544;6252001;41.783333, -111.85
WSM;Wiseman;Wiseman;United States;US;67.416667;-150.116667;67;\N;6252001;67.416667, -150.116667
CVN;Municipal;Clovis;United States;US;34.416667;-103.083333;67;5462393;6252001;34.416667, -103.083333
WLW;Glenn County;Willows;United States;US;39.516667;-122.216667;67;5409777;6252001;39.516667, -122.216667
PWM;Intl Jetport;Portland;United States;US;43.65;-70.3;67;5746545;6252001;43.65, -70.3
PQS;Pilot Station;Pilot Station;United States;US;61.933333;-162.883333;67;\N;6252001;61.933333, -162.883333
SAV;Savannah/Hilton Head;Savannah;United States;US;32.133333;-81.2;67;4656006;6252001;32.133333, -81.2
BWC;Brawley;Brawley;United States;US;32.983333;-115.516667;67;5330567;6252001;32.983333, -115.516667
FTW;Meacham Field;Fort Worth;United States;US;32.855556;-96.85;67;4691930;6252001;32.855556, -96.85
PDT;Pendleton;Pendleton;United States;US;45.7;-118.833333;67;5745380;6252001;45.7, -118.833333
PTN;Williams Memorial;Patterson;United States;US;29.75;-91.308333;67;5381515;6252001;29.75, -91.308333
SRW;Rowan County;Salisbury;United States;US;35.633333;-80.516667;67;5136107;6252001;35.633333, -80.516667
AUM;Austin;Austin;United States;US;43.666667;-92.933333;67;5016884;6252001;43.666667, -92.933333
FRN;Bryant AAF;Fort Richardson;United States;US;19.833333;-72.5;67;\N;6252001;19.833333, -72.5
PIZ;Dew Station;Point Lay;United States;US;69.733333;-163.016667;67;\N;6252001;69.733333, -163.016667
FFM;Fergus Falls;Fergus Falls;United States;US;46.283333;-96.166667;67;5026416;6252001;46.283333, -96.166667
TVF;Regional;Thief River Falls;United States;US;52.883333;-0.30000000000000004;67;5049970;6252001;52.883333, -0.30000000000000004
LWB;Greenbrier Valley;Lewisburg;United States;US;37.783333;-80.336111;67;5197842;6252001;37.783333, -80.336111
MPE;Griswold;Madison;United States;US;41.283333;-72.6;67;5261457;6252001;41.283333, -72.6
YAK;Yakutat;Yakutat;United States;US;59.5;-139.666667;67;\N;6252001;59.5, -139.666667
PSB;Bellefonte;Bellefonte;United States;US;60.933333;7.2;67;5179799;6252001;60.933333, 7.2
SDY;Richland Municipal;Sidney;United States;US;47.716667;-104.183333;67;5699552;6252001;47.716667, -104.183333
ALE;Alpine;Alpine;United States;US;30.386111;-103.683333;67;5770732;6252001;30.386111, -103.683333
PWT;Bremerton;Bremerton;United States;US;47.483333;-122.75;67;5788054;6252001;47.483333, -122.75
NYG;Quantico Nas;Quantico;United States;US;38.503611;-77.305;67;\N;6252001;38.503611, -77.305
BTF;Salt Lake Skypark;Bountiful;United States;US;40.883333;-111.883333;67;5771826;6252001;40.883333, -111.883333
PTV;Porterville;Porterville;United States;US;36.033333;-119.066667;67;5384471;6252001;36.033333, -119.066667
GRI;Grand Island;Grand Island, NE;United States;US;40.9675;-98.309722;67;5069297;6252001;40.9675, -98.309722
VTN;Miller Field;Valentine;United States;US;42.85;-100.55;67;5700344;6252001;42.85, -100.55
RKR;Robert S Kerr;Poteau;United States;US;35.05;-94.616667;67;4548363;6252001;35.05, -94.616667
DXR;Danbury Municipal Airport;Danbury, CT;United States;US;41.371667;-73.482222;67;5085222;6252001;41.371667, -73.482222
MKC;Downtown;Kansas City;United States;US;39.116667;-94.583333;67;4393217;6252001;39.116667, -94.583333
LOG;Longview;Longview;United States;US;46.116667;-122.883333;67;5801617;6252001;46.116667, -122.883333
