log_PAX	DateOfDeparture	Holiday_cleaned	Weekday	WeeksToDeparture	std_wtd	Departure	Arrival	Month	Day	Year
11.8147	2012-05-24	Regular	Thursday	9.63158	6.82488	DFW	DEN	5	24	2012
12.7414	2012-06-04	Regular	Monday	14.2222	10.1312	JFK	SFO	6	4	2012
11.5062	2013-02-24	Regular	Sunday	15.3214	12.6317	LAX	DFW	2	24	2013
9.52246	2012-12-01	Regular	Saturday	12.1739	8.54215	LAS	JFK	12	1	2012
10.9826	2012-07-20	Regular	Friday	9.45	7.20727	DTW	ATL	7	20	2012
10.2899	2012-04-08	Western Easter	Sunday	7.5	4.76095	LAS	DFW	4	8	2012
12.5599	2012-12-11	Regular	Tuesday	14.2593	11.4374	SFO	LAX	12	11	2012
10.9566	2012-04-05	Regular	Thursday	10.8	8.08898	PHX	ORD	4	5	2012
11.8924	2012-09-13	Regular	Thursday	14.24	10.8754	SEA	SFO	9	13	2012
10.8653	2012-08-15	Regular	Wednesday	14.8571	10.1095	SFO	EWR	8	15	2012
10.2213	2012-10-26	Regular	Friday	13.92	10.9465	JFK	MCO	10	26	2012
10.15	2013-01-03	Regular	Thursday	12.7	12.3164	EWR	ORD	1	3	2013
11.3088	2012-04-16	Regular	Monday	11.9	9.24463	DEN	LAX	4	16	2012
11.1786	2012-12-06	Regular	Thursday	7.5625	4.87126	ORD	DEN	12	6	2012
10.9878	2012-10-17	Regular	Wednesday	9.55556	7.02284	LGA	DTW	10	17	2012
11.5676	2012-03-15	Regular	Thursday	9.13333	11.3381	ORD	DTW	3	15	2012
11.5864	2011-09-05	Labor Day	Monday	11.2083	7.97812	ATL	LAX	9	5	2011
12.551	2012-05-31	Regular	Thursday	8.42105	6.21214	LGA	ATL	5	31	2012
10.6743	2012-11-11	Veterans Day	Sunday	10.55	8.31913	PHL	DFW	11	11	2012
10.6498	2013-01-04	Regular	Friday	3.75	2.91548	BOS	LGA	1	4	2013
11.3304	2011-12-08	Regular	Thursday	8.64286	8.36299	LGA	DTW	12	8	2011
11.1267	2012-01-26	Regular	Thursday	9	6.20247	DFW	BOS	1	26	2012
9.93636	2012-12-05	Regular	Wednesday	8.52941	6.10448	ORD	LAS	12	5	2012
11.2605	2011-09-02	Regular	Friday	11.0476	7.92765	MCO	ATL	9	2	2011
11.2063	2012-07-12	Regular	Thursday	9.21053	6.00536	DTW	LGA	7	12	2012
9.76584	2011-12-11	Regular	Sunday	9.94737	7.28372	JFK	LAS	12	11	2011
11.8988	2013-02-07	Regular	Thursday	10	6.9358	ATL	MCO	2	7	2013
10.8208	2012-08-15	Regular	Wednesday	14.4	10.5458	SFO	LAS	8	15	2012
10.399	2012-07-21	Regular	Saturday	13.5417	10.8306	BOS	SFO	7	21	2012
10.5087	2013-01-25	Regular	Friday	12.7083	9.87962	MCO	PHL	1	25	2013
12.7028	2012-03-27	Regular	Tuesday	13.3704	10.1039	LAX	SFO	3	27	2012
11.5217	2011-10-07	Regular	Friday	10.7143	7.21209	SFO	DFW	10	7	2011
9.68474	2011-10-01	Regular	Saturday	8.61111	5.54276	MIA	LGA	10	1	2011
11.6668	2012-05-03	Regular	Thursday	5.07692	3.77407	EWR	ATL	5	3	2012
11.8345	2012-08-29	Regular	Wednesday	13	11.5412	ORD	PHL	8	29	2012
11.2826	2012-04-10	Regular	Tuesday	12.5926	8.76294	LAX	SEA	4	10	2012
10.8208	2012-04-17	Regular	Tuesday	15.3043	14.3889	LAX	EWR	4	17	2012
11.2826	2012-04-13	Regular	Friday	14.8	10.8894	ATL	BOS	4	13	2012
10.8038	2012-02-12	Regular	Sunday	13.3846	9.20903	LAX	IAH	2	12	2012
11.0134	2012-10-09	Regular	Tuesday	16.7692	13.6273	LAX	SEA	10	9	2012
10.4887	2011-11-01	Regular	Tuesday	13.5769	9.35168	LAS	ORD	11	1	2011
9.74589	2012-12-16	Regular	Sunday	8.7	6.09659	ORD	PHX	12	16	2012
8.89721	2011-09-24	Regular	Saturday	11.85	9.02205	CLT	LGA	9	24	2011
10.9774	2011-12-11	Regular	Sunday	13.6667	10.4071	LAX	LAS	12	11	2011
11.287	2012-12-03	Regular	Monday	9	7.50111	DEN	PHX	12	3	2012
10.7402	2012-08-29	Regular	Wednesday	16.4643	12.7031	DEN	SEA	8	29	2012
12.169	2012-07-20	Regular	Friday	7	4.47214	LGA	BOS	7	20	2012
10.8763	2011-12-20	Regular	Tuesday	12.7083	9.47986	SFO	BOS	12	20	2011
11.1315	2012-09-21	Regular	Friday	14.5217	12.968	PHX	ORD	9	21	2012
10.4887	2011-12-29	Regular	Thursday	14.087	10.9333	EWR	LAX	12	29	2011
9.78557	2013-02-03	Regular	Sunday	9.44444	8.14011	LGA	CLT	2	3	2013
9.78557	2011-12-25	Christmas Day	Sunday	10.55	7.70833	SEA	SFO	12	25	2011
10.9878	2012-02-29	Regular	Wednesday	9.65	6.20081	IAH	ORD	2	29	2012
13.3793	2012-01-05	Regular	Thursday	14.36	10.973	LGA	ORD	1	5	2012
11.0635	2012-04-07	Regular	Saturday	17	11.9671	LAX	LAS	4	7	2012
10.4271	2012-08-15	Regular	Wednesday	12.72	8.34426	IAH	ORD	8	15	2012
10.1338	2012-10-20	Regular	Saturday	13.625	11.0878	SFO	EWR	10	20	2012
10.7461	2012-10-21	Regular	Sunday	9.42105	6.42319	ATL	DEN	10	21	2012
12.5127	2012-05-31	Regular	Thursday	11.56	8.26176	ORD	DFW	5	31	2012
10.8488	2011-10-11	Regular	Tuesday	15.1034	9.75904	LAS	ORD	10	11	2011
10.587	2012-12-12	Regular	Wednesday	5.57143	4.0708	DFW	BOS	12	12	2012
7.14032	2013-02-16	Regular	Saturday	11.1538	13.4465	PHL	BOS	2	16	2013
11.0184	2012-02-16	Regular	Thursday	7.61111	5.34832	ATL	MSP	2	16	2012
9.83402	2012-01-01	New Year's Day	Sunday	12.6	8.37655	ORD	BOS	1	1	2012
11.4265	2012-04-23	Regular	Monday	9.11765	6.72572	DFW	DEN	4	23	2012
11.3769	2012-04-18	Regular	Wednesday	8.70588	6.16203	BOS	EWR	4	18	2012
10.8038	2012-08-27	Regular	Monday	13.6296	9.04326	LAX	EWR	8	27	2012
10.6498	2012-04-29	Regular	Sunday	12.7826	9.74193	IAH	LAX	4	29	2012
10.0842	2012-06-30	Regular	Saturday	10.25	6.97269	DEN	LAS	6	30	2012
11.4866	2011-10-25	Regular	Tuesday	10.5294	9.07688	ORD	DTW	10	25	2011
11.1075	2011-10-20	Regular	Thursday	11.5455	8.13416	PHX	ORD	10	20	2011
12.7475	2012-06-04	Regular	Monday	10.5714	7.20813	BOS	ORD	6	4	2012
9.41786	2012-12-08	Regular	Saturday	9.0625	7.48749	BOS	ORD	12	8	2012
11.6234	2012-10-19	Regular	Friday	11	8.76596	DEN	DFW	10	19	2012
11.3218	2012-03-22	Regular	Thursday	10.8947	11.445	ATL	EWR	3	22	2012
11.4183	2012-08-06	Regular	Monday	10.2727	7.69775	DTW	LGA	8	6	2012
10.5483	2012-07-20	Regular	Friday	10.8182	7.16896	DFW	LAS	7	20	2012
11.8507	2012-06-28	Regular	Thursday	11.9565	8.2323	EWR	BOS	6	28	2012
11.0486	2011-10-14	Regular	Friday	10.8636	7.03255	DEN	ATL	10	14	2011
11.5486	2011-12-01	Regular	Thursday	11.9048	9.20274	SFO	DEN	12	1	2011
11.4386	2011-12-20	Regular	Tuesday	12.1739	9.10371	BOS	ORD	12	20	2011
12.4479	2012-01-27	Regular	Friday	11.6667	8.59263	DFW	ORD	1	27	2012
9.70535	2013-01-01	New Year's Day	Tuesday	14.6429	10.2748	MCO	ATL	1	1	2013
9.13435	2012-09-02	Labor Day Weekend	Sunday	11.6957	8.02516	ATL	MSP	9	2	2012
8.76628	2012-01-28	Regular	Saturday	8.21429	8.51405	SEA	DEN	1	28	2012
9.86249	2011-09-17	Regular	Saturday	12.1667	7.98731	ORD	PHX	9	17	2011
10.7165	2011-11-09	Regular	Wednesday	8.78947	7.13815	DTW	ATL	11	9	2011
11.6668	2012-09-21	Regular	Friday	13.4583	11.0885	LGA	DFW	9	21	2012
10.0759	2012-12-10	Regular	Monday	16.2308	13.0547	SFO	LAS	12	10	2012
12.0563	2012-09-04	Regular	Tuesday	11.3333	8.82232	MSP	ORD	9	4	2012
9.54493	2011-12-31	New Year's Eve	Saturday	13.8077	10.3306	ORD	SFO	12	31	2011
10.6743	2011-09-12	Regular	Monday	10.4	7.23588	LAX	IAH	9	12	2011
10.6743	2012-12-10	Regular	Monday	13.2727	12.9548	IAH	LAX	12	10	2012
11.7981	2012-06-21	Regular	Thursday	6.625	4.77319	DTW	ORD	6	21	2012
11.3977	2012-09-07	Regular	Friday	16.0769	12.6773	SFO	DEN	9	7	2012
12.4944	2012-03-29	Regular	Thursday	11.2381	10.5967	ATL	LGA	3	29	2012
11.3218	2012-12-12	Regular	Wednesday	7.11765	5.06066	EWR	ATL	12	12	2012
9.909	2013-02-03	Regular	Sunday	11.875	8.75419	ATL	MIA	2	3	2013
11.3001	2012-07-23	Regular	Monday	9.25	6.9953	EWR	ATL	7	23	2012
11.6632	2011-11-28	Regular	Monday	11.4762	8.73281	BOS	SFO	11	28	2011
9.73584	2012-12-28	Regular	Friday	14.3182	13.0069	ORD	ATL	12	28	2012
11.1925	2012-03-02	Regular	Friday	9.77778	7.68157	LGA	MIA	3	2	2012
11.818	2012-11-09	Regular	Friday	8.47059	5.85361	DFW	LGA	11	9	2012
11.0486	2012-10-26	Regular	Friday	9.21053	7.83567	SEA	DEN	10	26	2012
11.7232	2012-05-08	Regular	Tuesday	10.4286	9.14643	DFW	LAX	5	8	2012
10.1174	2012-07-28	Regular	Saturday	13.9565	11.8109	PHL	ORD	7	28	2012
10.2673	2012-05-01	Regular	Tuesday	12.0526	12.4207	MCO	EWR	5	1	2012
12.3111	2012-02-01	Regular	Wednesday	14.4783	13.0901	SFO	JFK	2	1	2012
11.9731	2012-12-18	Regular	Tuesday	16.0357	13.5277	SFO	JFK	12	18	2012
10.6804	2011-12-30	Regular	Friday	13.5385	9.47515	ATL	LAX	12	30	2011
11.6012	2012-09-20	Regular	Thursday	8	5.94089	CLT	LGA	9	20	2012
10.2597	2012-11-09	Regular	Friday	14.5417	11.9745	MIA	JFK	11	9	2012
10.5934	2011-12-22	Regular	Thursday	15.8929	11.682	PHL	MCO	12	22	2011
11.1075	2011-09-08	Regular	Thursday	10.55	7.78984	DFW	SFO	9	8	2011
11.7914	2012-04-17	Regular	Tuesday	13.2308	10.1442	LAS	LAX	4	17	2012
10.7578	2012-07-29	Regular	Sunday	11.7083	7.36903	BOS	LAX	7	29	2012
12.105	2012-02-21	Regular	Tuesday	14.1923	10.9179	LAX	DFW	2	21	2012
8.8329	2011-09-24	Regular	Saturday	8.28571	7.31099	CLT	ATL	9	24	2011
10.832	2012-12-07	Regular	Friday	4.5	3.02765	PHL	BOS	12	7	2012
11.5023	2012-09-28	Regular	Friday	13.6667	9.20284	LAX	DEN	9	28	2012
11.3601	2012-02-29	Regular	Wednesday	11.6364	8.32978	DEN	PHX	2	29	2012
11.6123	2012-06-09	Regular	Saturday	12.7391	9.8637	LGA	ORD	6	9	2012
10.1092	2012-04-01	Regular	Sunday	11.0435	8.56249	EWR	ATL	4	1	2012
11.2063	2011-10-09	Regular	Sunday	10.5	8.02822	ORD	MSP	10	9	2011
12.5353	2012-06-11	Regular	Monday	9.66667	7.56527	ATL	DFW	6	11	2012
11.5713	2012-11-26	Regular	Monday	15.8	12.5956	LAX	ATL	11	26	2012
11.8507	2011-10-10	Columbus Day	Monday	13.125	9.47451	ORD	DEN	10	10	2011
10.1092	2013-01-29	Regular	Tuesday	9.64706	7.92103	LAX	BOS	1	29	2013
9.78557	2012-01-07	Regular	Saturday	13.6957	9.28554	PHL	MCO	1	7	2012
9.36942	2013-01-26	Regular	Saturday	6.23077	4.28474	LGA	DTW	1	26	2013
11.627	2012-01-09	Regular	Monday	9.16667	6.86209	ATL	PHL	1	9	2012
11.4019	2012-11-13	Regular	Tuesday	7.06667	4.58984	DEN	PHX	11	13	2012
11.638	2012-10-29	Regular	Monday	11.5217	7.64478	MCO	ATL	10	29	2012
10.2899	2012-02-02	Regular	Thursday	12.8333	10.1239	JFK	MCO	2	2	2012
11.0336	2011-09-28	Regular	Wednesday	8.38889	7.41333	DTW	ATL	9	28	2011
10.1009	2012-12-16	Regular	Sunday	13.2273	12.1457	DEN	ORD	12	16	2012
10.399	2012-08-28	Regular	Tuesday	8.23529	8.24264	DFW	PHL	8	28	2012
11.7267	2011-09-21	Regular	Wednesday	12.1154	8.51505	DFW	LAX	9	21	2011
12.4783	2012-02-27	Regular	Monday	13.375	12.0463	DFW	ORD	2	27	2012
11.0978	2013-01-23	Regular	Wednesday	10.9524	8.16992	LAX	ATL	1	23	2013
11.8829	2011-09-25	Regular	Sunday	10.8095	7.75641	ORD	EWR	9	25	2011
9.30704	2012-11-03	Regular	Saturday	9.94118	8.714	DFW	SFO	11	3	2012
11.5486	2012-01-24	Regular	Tuesday	7.2	4.76895	BOS	ORD	1	24	2012
9.91816	2011-09-18	Regular	Sunday	10.619	7.42614	CLT	ATL	9	18	2011
12.2933	2012-05-24	Regular	Thursday	9.59091	6.50025	PHL	ATL	5	24	2012
12.1745	2011-09-08	Regular	Thursday	12.7692	8.07122	ORD	BOS	9	8	2011
9.92728	2011-12-10	Regular	Saturday	10.5	8.15959	ORD	BOS	12	10	2011
10.7284	2012-06-04	Regular	Monday	7.17647	5.15067	SFO	ATL	6	4	2012
10.8208	2012-10-07	Regular	Sunday	13.6538	9.46126	BOS	ATL	10	7	2012
10.6925	2011-12-01	Regular	Thursday	11.619	9.23838	ORD	PHX	12	1	2011
10.042	2012-01-06	Regular	Friday	10.25	7.09985	DEN	MSP	1	6	2012
10.8708	2012-09-23	Regular	Sunday	15.4074	11.9204	SFO	DEN	9	23	2012
12.2493	2012-05-30	Regular	Wednesday	17.2424	11.4865	JFK	SFO	5	30	2012
12.6822	2011-09-06	Regular	Tuesday	10.6	7.43675	ORD	DFW	9	6	2011
9.84356	2012-08-31	Regular	Friday	11.4	8.60477	EWR	BOS	8	31	2012
10.8038	2012-08-19	Regular	Sunday	15.9375	11.7636	LAX	EWR	8	19	2012
9.56714	2012-11-03	Regular	Saturday	8.35294	5.60068	DFW	DEN	11	3	2012
10.327	2012-05-16	Regular	Wednesday	12.8696	9.21118	DFW	LAS	5	16	2012
10.158	2011-12-15	Regular	Thursday	9.75	8.39721	JFK	LAS	12	15	2011
9.51113	2012-10-27	Regular	Saturday	11.3636	8.16815	DTW	LGA	10	27	2012
11.7948	2011-09-28	Regular	Wednesday	8.5	5.33854	BOS	PHL	9	28	2011
10.4887	2011-12-06	Regular	Tuesday	9.63158	7.1586	DEN	MSP	12	6	2011
10.1092	2012-09-22	Regular	Saturday	15.2857	10.6453	SFO	DFW	9	22	2012
11.0635	2012-10-29	Regular	Monday	7.06667	5.96977	CLT	ATL	10	29	2012
10.8598	2012-07-04	4th of July	Wednesday	10.8636	7.00541	LGA	ORD	7	4	2012
9.46508	2012-05-27	Regular	Sunday	12.8261	9.16839	SEA	SFO	5	27	2012
10.4887	2013-01-03	Regular	Thursday	17.7407	14.2871	ATL	ORD	1	3	2013
10.522	2012-06-13	Regular	Wednesday	11.1905	9.39478	LAS	DFW	6	13	2012
11.1505	2011-10-19	Regular	Wednesday	14.6333	10.2671	LAS	JFK	10	19	2011
11.0881	2013-01-27	Regular	Sunday	13.3333	12.5193	ATL	PHL	1	27	2013
10.6124	2012-11-17	Regular	Saturday	13.12	10.8256	LAX	LAS	11	17	2012
12.03	2012-04-25	Regular	Wednesday	13.92	10.5709	LAX	DFW	4	25	2012
9.69507	2011-11-23	Thanksgiving Eve	Wednesday	6.61538	5.07508	BOS	LGA	11	23	2011
9.87189	2012-11-10	Regular	Saturday	12.2609	8.95046	LAX	EWR	11	10	2012
10.1092	2012-05-28	Memorial Day	Monday	14.4231	11.1935	SFO	LAS	5	28	2012
10.5997	2012-10-17	Regular	Wednesday	10.8571	8.02674	DEN	SEA	10	17	2012
12.3212	2012-03-05	Regular	Monday	11.0952	8.13575	SFO	JFK	3	5	2012
13.1804	2011-10-06	Regular	Thursday	9.7619	7.77113	LGA	ATL	10	6	2011
10.1899	2012-02-01	Regular	Wednesday	11.0952	8.44929	BOS	LAX	2	1	2012
12.2414	2012-03-30	Regular	Friday	15.6897	11.4708	LAX	DFW	3	30	2012
11.2516	2012-06-24	Regular	Sunday	12.5652	9.37029	DEN	SFO	6	24	2012
11.22	2012-03-10	Regular	Saturday	10.5238	6.98297	SFO	ORD	3	10	2012
10.5418	2012-04-05	Regular	Thursday	11.381	9.86142	ATL	MIA	4	5	2012
9.39379	2012-04-28	Regular	Saturday	11.8	9.96626	IAH	ORD	4	28	2012
11.7542	2013-02-04	Regular	Monday	12.2	10.9861	DFW	LGA	2	4	2013
11.0734	2012-01-22	Regular	Sunday	9.94118	8.87039	DEN	DFW	1	22	2012
10.7752	2012-12-21	Regular	Friday	16.4828	12.4431	LAX	EWR	12	21	2012
10.7461	2011-11-22	Regular	Tuesday	10.9524	7.97168	LGA	DFW	11	22	2011
10.9461	2012-06-29	Regular	Friday	16.2963	13.4931	LAX	EWR	6	29	2012
11.7302	2013-02-10	Regular	Sunday	6.75	4.94638	ATL	DFW	2	10	2013
10.1256	2012-11-28	Regular	Wednesday	9.05882	7.21518	SEA	DEN	11	28	2012
11.0536	2012-10-15	Regular	Monday	11.75	9.05178	SFO	ATL	10	15	2012
11.616	2012-09-21	Regular	Friday	11	9.34013	ATL	LAX	9	21	2012
12.0851	2012-05-29	Regular	Tuesday	10.45	7.76277	PHL	ORD	5	29	2012
12.2571	2011-10-18	Regular	Tuesday	11.2174	8.38807	ATL	DFW	10	18	2011
11.744	2011-11-04	Regular	Friday	13.5172	9.18703	LAX	DFW	11	4	2011
10.6621	2011-12-16	Regular	Friday	12.3478	10.6584	ORD	PHX	12	16	2011
10.4061	2012-06-25	Regular	Monday	15.1	11.0807	MIA	JFK	6	25	2012
12.3734	2012-04-13	Regular	Friday	14.037	9.85854	SFO	JFK	4	13	2012
10.5352	2012-07-25	Regular	Wednesday	11.087	7.93103	ATL	MIA	7	25	2012
11.5751	2012-01-26	Regular	Thursday	9.82353	9.67106	IAH	ORD	1	26	2012
9.55607	2013-01-01	New Year's Day	Tuesday	14.4815	10.4122	DEN	SEA	1	1	2013
10.0926	2012-12-27	Regular	Thursday	11.1364	8.06695	BOS	ORD	12	27	2012
12.2149	2012-10-05	Regular	Friday	14.9655	9.79972	ORD	SFO	10	5	2012
10.7046	2012-05-02	Regular	Wednesday	11.3333	8.29056	IAH	LAX	5	2	2012
11.8893	2012-02-22	Regular	Wednesday	9.52381	7.08956	MCO	ATL	2	22	2012
11.7508	2011-11-07	Regular	Monday	11.2174	8.94913	ATL	LAX	11	7	2011
10.6187	2011-11-12	Regular	Saturday	9	6.55744	LAX	SEA	11	12	2011
9.79536	2012-02-11	Regular	Saturday	10.4211	7.89737	BOS	LAX	2	11	2012
10.5742	2011-09-30	Regular	Friday	13.0385	8.52986	DEN	LAS	9	30	2011
11.7023	2011-09-13	Regular	Tuesday	10.05	6.64494	DFW	LGA	9	13	2011
11.541	2012-10-01	Regular	Monday	11.381	8.94693	EWR	BOS	10	1	2012
11.7336	2012-01-13	Regular	Friday	10.2941	10.2942	ORD	EWR	1	13	2012
10.7981	2012-07-11	Regular	Wednesday	14.5172	9.3106	DEN	SEA	7	11	2012
10.5352	2012-08-23	Regular	Thursday	10.2105	7.48019	ORD	PHX	8	23	2012
9.29431	2011-11-12	Regular	Saturday	12.1739	8.40807	ORD	IAH	11	12	2011
10.6249	2012-10-09	Regular	Tuesday	10.7895	9.80124	SFO	EWR	10	9	2012
12.6145	2012-11-17	Regular	Saturday	18.8205	12.5276	LAX	JFK	11	17	2012
11.5789	2012-11-23	Regular	Friday	17.8485	12.212	JFK	LAX	11	23	2012
10.7106	2012-03-24	Regular	Saturday	15.5556	11.0952	LAX	BOS	3	24	2012
12.847	2013-01-17	Regular	Thursday	16.9118	11.9832	LAX	SFO	1	17	2013
10.4131	2013-01-23	Regular	Wednesday	11.4545	7.91459	JFK	MCO	1	23	2013
9.71557	2012-03-03	Regular	Saturday	13.6667	11.8926	MSP	ATL	3	3	2012
11.5789	2012-03-27	Regular	Tuesday	10	7.77628	SFO	SEA	3	27	2012
11.6307	2012-08-20	Regular	Monday	10.3478	7.18337	DFW	LGA	8	20	2012
10.7046	2013-01-29	Regular	Tuesday	8.125	8.07362	MSP	DEN	1	29	2013
10.7578	2011-09-28	Regular	Wednesday	9.35	7.13977	ATL	MSP	9	28	2011
9.41786	2013-03-05	Regular	Tuesday	11.1	8.58947	LAX	BOS	3	5	2013
10.6865	2012-07-07	Regular	Saturday	12.375	8.57607	ATL	LAX	7	7	2012
11.3175	2011-09-22	Regular	Thursday	11.5455	8.21571	BOS	LAX	9	22	2011
12.1163	2012-06-04	Regular	Monday	9.89474	7.56376	ORD	ATL	6	4	2012
8.19554	2011-11-05	Regular	Saturday	7	5.25991	LGA	CLT	11	5	2011
9.28149	2012-12-24	Christmas Eve	Monday	7.8	5.78421	ATL	DTW	12	24	2012
11.1457	2011-11-23	Thanksgiving Eve	Wednesday	12.64	8.4601	ORD	BOS	11	23	2011
9.909	2013-03-03	Regular	Sunday	8.41176	5.78855	ORD	SFO	3	3	2013
11.1123	2012-09-10	Regular	Monday	10.5238	7.0613	DEN	SEA	9	10	2012
8.95938	2012-11-17	Regular	Saturday	9.23529	7.49608	DFW	PHL	11	17	2012
11.4386	2011-09-09	Regular	Friday	10.7273	8.32198	ATL	PHL	9	9	2011
11.4427	2012-01-16	Martin Luther King, Jr. Day	Monday	11.2381	8.89328	DFW	LGA	1	16	2012
11.541	2012-04-17	Regular	Tuesday	7.66667	5.4341	DFW	ATL	4	17	2012
10.6187	2012-04-02	Regular	Monday	13.6522	10.9487	LAS	SFO	4	2	2012
11.1457	2011-12-26	Regular	Monday	14.3333	10.3702	JFK	SFO	12	26	2011
10.6743	2011-12-19	Regular	Monday	11.9091	8.71184	SFO	BOS	12	19	2011
11.818	2012-06-27	Regular	Wednesday	12.76	8.57457	EWR	ORD	6	27	2012
8.30725	2012-04-28	Regular	Saturday	8.2	4.76895	BOS	PHL	4	28	2012
11.3601	2012-11-08	Regular	Thursday	15.3704	13.5736	LAX	LAS	11	8	2012
11.8048	2012-10-24	Regular	Wednesday	9.78947	7.82857	LGA	DFW	10	24	2012
12.4479	2012-04-16	Regular	Monday	7.5625	4.87126	ORD	ATL	4	16	2012
9.52246	2011-11-05	Regular	Saturday	11.2857	8.62637	ATL	SFO	11	5	2011
10.3343	2011-10-09	Regular	Sunday	11.3	8.59682	SEA	SFO	10	9	2011
10.1256	2011-11-26	Regular	Saturday	15.7333	10.6865	MCO	EWR	11	26	2011
11.4984	2013-02-10	Regular	Sunday	11.9545	10.2886	LAX	ATL	2	10	2013
10.3848	2012-10-08	Columbus Day	Monday	13.0833	9.35724	JFK	MCO	10	8	2012
11.7474	2012-01-06	Regular	Friday	10.4	9.50568	DFW	ATL	1	6	2012
9.29431	2011-09-03	Labor Day Weekend	Saturday	9.89474	7.03874	PHL	ORD	9	3	2011
12.417	2012-05-31	Regular	Thursday	9.86364	7.00541	MSP	ORD	5	31	2012
10.5677	2012-01-17	Regular	Tuesday	8.11765	6.90907	SFO	ATL	1	17	2012
10.5934	2012-02-29	Regular	Wednesday	10.3684	7.90366	SFO	EWR	2	29	2012
10.5154	2012-01-11	Regular	Wednesday	8.4375	6.26066	PHX	ORD	1	11	2012
11.6307	2012-09-04	Regular	Tuesday	12.6667	8.57026	EWR	ORD	9	4	2012
9.54493	2011-12-24	Christmas Eve	Saturday	12.3913	8.83042	DEN	SEA	12	24	2011
12.2624	2011-11-30	Regular	Wednesday	11.6667	8.83504	ORD	SFO	11	30	2011
10.6124	2012-09-04	Regular	Tuesday	17.4118	11.2549	JFK	MCO	9	4	2012
9.68474	2011-11-19	Regular	Saturday	12.2	10.4408	BOS	ATL	11	19	2011
9.54493	2012-02-25	Regular	Saturday	10.45	7.82355	DEN	SEA	2	25	2012
11.5524	2011-09-08	Regular	Thursday	11.1905	7.87794	BOS	EWR	9	8	2011
10.656	2012-09-25	Regular	Tuesday	13.6154	9.71217	EWR	SFO	9	25	2012
12.0063	2012-06-20	Regular	Wednesday	8.55556	5.4365	PHL	ORD	6	20	2012
11.2063	2012-02-03	Regular	Friday	10.7143	7.66905	JFK	LAS	2	3	2012
12.0122	2012-11-02	Regular	Friday	15.5	11.8775	ORD	LAX	11	2	2012
8.60709	2012-02-18	Regular	Saturday	9.8125	7.95168	ATL	BOS	2	18	2012
10.4478	2011-10-30	Regular	Sunday	12.2083	8.38207	SFO	LAS	10	30	2011
11.4747	2012-10-12	Regular	Friday	13.4483	9.32196	ATL	MCO	10	12	2012
9.68474	2012-02-14	Valentine's Day	Tuesday	10.9048	8.93255	MIA	JFK	2	14	2012
10.9723	2012-01-12	Regular	Thursday	9.26316	6.05385	SEA	DEN	1	12	2012
11.7881	2011-11-14	Regular	Monday	15.3438	10.4869	LAS	LAX	11	14	2011
10.9723	2011-10-03	Regular	Monday	10.6	7.98947	MSP	ATL	10	3	2011
11.1832	2012-07-13	Regular	Friday	15.8571	12.2496	SEA	ORD	7	13	2012
12.1989	2011-11-11	Veterans Day	Friday	7.14286	4.9901	LGA	BOS	11	11	2011
11.5294	2012-01-24	Regular	Tuesday	9.55	7.97678	SEA	SFO	1	24	2012
10.3343	2012-04-02	Regular	Monday	10.381	8.85142	DEN	ATL	4	2	2012
11.3304	2012-09-11	Regular	Tuesday	6.58333	5.64814	BOS	PHL	9	11	2012
11.5101	2012-07-16	Regular	Monday	6.625	4.77319	LGA	CLT	7	16	2012
10.0334	2012-12-14	Regular	Friday	13.7857	10.3077	LAS	JFK	12	14	2012
12.3759	2011-11-18	Regular	Friday	10.3	7.37064	ORD	EWR	11	18	2011
13.1353	2012-02-14	Valentine's Day	Tuesday	12	9.31572	JFK	LAX	2	14	2012
9.95438	2013-03-02	Regular	Saturday	15.5417	12.7279	MIA	ATL	3	2	2013
11.5023	2011-10-14	Regular	Friday	13.2963	9.56281	SFO	LAS	10	14	2011
12.7495	2011-11-14	Regular	Monday	11.1429	8.48696	BOS	ORD	11	14	2011
11.9145	2012-06-03	Regular	Sunday	14.1071	10.6852	DFW	LAX	6	3	2012
10.8208	2012-11-05	Regular	Monday	12.7143	9.61323	LAX	BOS	11	5	2012
9.62151	2012-03-17	Regular	Saturday	13.0417	9.60742	ATL	MSP	3	17	2012
12.0063	2013-01-05	Regular	Saturday	21.05	13.9338	JFK	SFO	1	5	2013
11.0978	2012-05-08	Regular	Tuesday	10.4762	7.04712	ATL	MSP	5	8	2012
10.7402	2011-10-27	Regular	Thursday	8.4375	6.79185	SEA	DEN	10	27	2011
11.7093	2012-10-11	Regular	Thursday	8.76471	6.95997	LGA	CLT	10	11	2012
11.8637	2012-03-01	Regular	Thursday	12.7917	11.8688	SFO	DEN	3	1	2012
11.8829	2012-12-06	Regular	Thursday	8.125	5.77206	ORD	SFO	12	6	2012
9.17565	2012-12-24	Christmas Eve	Monday	13.9167	11.3518	JFK	MIA	12	24	2012
11.406	2013-01-07	Regular	Monday	9.58824	8.6895	PHL	ORD	1	7	2013
10.5742	2012-07-27	Regular	Friday	14.5862	9.54881	EWR	LAX	7	27	2012
11.2245	2012-07-19	Regular	Thursday	14.1724	10.2123	MIA	LGA	7	19	2012
10.434	2011-12-28	Regular	Wednesday	15.3667	10.4666	MCO	EWR	12	28	2011
11.5826	2013-01-10	Regular	Thursday	14.68	12.1406	DFW	LAX	1	10	2013
